Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
2015-07-09,2015,7,9,Thursday,27,2015-27,73.67,73.73,72.71,72.78,8695800.0,64.45,-0.003832449885757483,72.33642857142856,74.80180000000003
2015-07-10,2015,7,10,Friday,27,2015-27,73.08,73.55,73.08,73.12,5579300.0,64.75,0.004671667669522872,72.36357142857142,74.70660000000002
2015-07-13,2015,7,13,Monday,28,2015-28,73.51,74.11,73.51,73.88,6084500.0,65.42,0.010393797569591356,72.44142857142856,74.62320000000003
2015-07-14,2015,7,14,Tuesday,28,2015-28,73.98,74.09,73.48,73.79,5518200.0,65.34,-0.001218142139095213,72.52857142857142,74.52700000000003
2015-07-15,2015,7,15,Wednesday,28,2015-28,73.59,73.9,73.19,73.65,4566700.0,65.22,-0.0018972677586588382,72.61928571428571,74.41640000000002
2015-07-16,2015,7,16,Thursday,28,2015-28,73.97,74.14,73.76,73.83,5231700.0,65.38,0.0024439959463209426,72.76,74.33040000000003
2015-07-17,2015,7,17,Friday,28,2015-28,73.74,74.07,73.31,73.39,5680600.0,64.99,-0.005959669924065714,72.85071428571429,74.24520000000003
2015-07-20,2015,7,20,Monday,29,2015-29,73.35,73.44,73.06,73.1,5085600.0,64.73,-0.00395150453657378,72.9707142857143,74.14660000000002
2015-07-21,2015,7,21,Tuesday,29,2015-29,73.1,73.29,72.53,72.74,6441100.0,64.41,-0.00492476905425665,73.1,74.03080000000001
2015-07-22,2015,7,22,Wednesday,29,2015-29,72.78,73.82,72.78,73.16,6961600.0,64.78,0.00577406943462444,73.19142857142856,73.932
2015-07-23,2015,7,23,Thursday,29,2015-29,73.07,73.22,72.42,72.51,4252900.0,64.21,-0.008884656825346116,73.23785714285714,73.80300000000001
2015-07-24,2015,7,24,Friday,29,2015-29,72.53,72.56,71.5,71.58,5951100.0,63.38,-0.01282582095954865,73.16999999999999,73.6714
2015-07-27,2015,7,27,Monday,30,2015-30,71.38,71.65,71.01,71.38,6197600.0,63.21,-0.0027941404375593226,72.99785714285713,73.52460000000002
2015-07-28,2015,7,28,Tuesday,30,2015-30,71.53,72.39,71.23,72.1,8592300.0,63.84,0.01008687655376228,72.9292857142857,73.38180000000003
2015-07-29,2015,7,29,Wednesday,30,2015-30,72.25,72.63,72.09,72.23,4939700.0,63.96,0.0018031190785554596,72.88999999999999,73.22800000000002
2015-07-30,2015,7,30,Thursday,30,2015-30,72.03,72.53,71.78,72.16,4604500.0,63.9,-0.0009691221316757703,72.82142857142857,73.14260000000002
2015-07-31,2015,7,31,Friday,30,2015-30,72.44,72.49,71.66,71.98,7928400.0,63.74,-0.002494460865310355,72.68571428571427,73.06420000000001
2015-08-03,2015,8,3,Monday,31,2015-31,71.84,72.38,71.84,72.18,5131800.0,63.92,0.0027785070702268655,72.57071428571427,72.98560000000002
2015-08-04,2015,8,4,Tuesday,31,2015-31,72.42,72.8,71.93,72.25,5873400.0,63.98,0.0009697934958197152,72.47071428571427,72.91340000000001
2015-08-05,2015,8,5,Wednesday,31,2015-31,72.39,73.69,72.25,73.51,8715800.0,65.54,0.01743947593398576,72.44785714285713,72.88560000000001
2015-08-06,2015,8,6,Thursday,31,2015-31,73.35,73.38,72.66,72.79,6367700.0,64.9,-0.009794602091954818,72.405,72.83760000000001
2015-08-07,2015,8,7,Friday,31,2015-31,72.71,72.83,71.17,71.25,7797500.0,63.52,-0.02115676461269056,72.27285714285715,72.76580000000001
2015-08-10,2015,8,10,Monday,32,2015-32,71.5,71.75,71.34,71.48,6020100.0,63.73,0.003228117290296151,72.18285714285715,72.71000000000001
2015-08-11,2015,8,11,Tuesday,32,2015-32,71.25,72.37,71.15,71.93,6829200.0,64.13,0.006295424274046724,72.095,72.65400000000001
2015-08-12,2015,8,12,Wednesday,32,2015-32,71.53,72.66,71.27,72.58,8841400.0,64.71,0.009036584500502709,72.10000000000001,72.615
2015-08-13,2015,8,13,Thursday,32,2015-32,72.4,72.77,71.97,72.11,7652400.0,64.29,-0.006475629771919178,72.13785714285714,72.55940000000001
2015-08-14,2015,8,14,Friday,32,2015-32,72.3,72.6,72.04,72.38,5912500.0,64.53,0.0037442329882277914,72.20928571428571,72.524
2015-08-17,2015,8,17,Monday,33,2015-33,71.83,72.23,71.76,71.91,7604400.0,64.11,-0.006493418197613954,72.19571428571427,72.501
2015-08-18,2015,8,18,Tuesday,33,2015-33,70.0,70.5,69.24,69.48,21315000.0,61.94,-0.033792242823319274,71.9992857142857,72.4384
2015-08-19,2015,8,19,Wednesday,33,2015-33,68.87,69.39,67.77,68.57,16333400.0,61.13,-0.01309734625996628,71.74285714285712,72.36040000000001
2015-08-20,2015,8,20,Thursday,33,2015-33,68.08,69.3,67.94,68.43,9860100.0,61.01,-0.00204170031021611,71.48928571428569,72.27040000000001
2015-08-21,2015,8,21,Friday,33,2015-33,67.91,68.31,66.54,66.54,15746500.0,59.32,-0.027619456104335027,71.08642857142854,72.14240000000001
2015-08-24,2015,8,24,Monday,34,2015-34,63.74,66.16,61.5,63.95,22239600.0,57.01,-0.03892395727309805,70.4935714285714,71.9728
2015-08-25,2015,8,25,Tuesday,34,2015-34,65.45,65.71,63.0,63.1,14801000.0,56.26,-0.013291669721307575,69.74999999999997,71.79620000000001
2015-08-26,2015,8,26,Wednesday,34,2015-34,64.23,64.85,63.02,64.83,13928300.0,57.8,0.027416852595378627,69.18142857142854,71.64580000000001
2015-08-27,2015,8,27,Thursday,34,2015-34,65.32,66.18,64.95,66.08,13912800.0,58.91,0.01928119643213133,68.81214285714282,71.51280000000001
2015-08-28,2015,8,28,Friday,34,2015-34,66.09,66.12,64.45,64.94,14303000.0,57.9,-0.01725180626603262,68.34499999999996,71.352
2015-08-31,2015,8,31,Monday,35,2015-35,64.82,65.0,64.29,64.73,8175200.0,57.71,-0.0032337400150567186,67.83071428571425,71.19180000000001
2015-09-01,2015,9,1,Tuesday,35,2015-35,63.8,64.32,63.27,63.82,13393900.0,56.9,-0.014058452261950904,67.20499999999996,71.01240000000001
2015-09-02,2015,9,2,Wednesday,35,2015-35,64.59,64.94,64.06,64.44,9514600.0,57.45,0.009714866022356272,66.65714285714282,70.84980000000002
2015-09-03,2015,9,3,Thursday,35,2015-35,64.72,65.01,64.39,64.86,8523800.0,57.83,0.006517662213424202,66.11999999999996,70.69940000000001
2015-09-04,2015,9,4,Friday,35,2015-35,64.07,64.3,63.51,63.89,9232400.0,56.96,-0.014955306993141071,65.54714285714282,70.54
2015-09-08,2015,9,8,Tuesday,36,2015-36,65.23,66.5,65.18,66.38,17706800.0,59.18,0.03897320218433076,65.32571428571426,70.42520000000002
2015-09-09,2015,9,9,Wednesday,36,2015-36,66.86,67.01,65.01,65.12,9464200.0,58.06,-0.01898153900226407,65.07928571428567,70.29920000000001
2015-09-10,2015,9,10,Thursday,36,2015-36,64.07,64.65,63.83,64.12,14524800.0,57.17,-0.015356264708580425,64.77142857142853,70.16300000000001
2015-09-11,2015,9,11,Friday,36,2015-36,64.18,64.68,63.99,64.65,8062400.0,57.64,0.008265732323680108,64.63642857142854,70.01840000000001
2015-09-14,2015,9,14,Monday,37,2015-37,64.65,64.67,63.82,64.28,6956700.0,57.31,-0.005723166865416407,64.65999999999995,69.86680000000001
2015-09-15,2015,9,15,Tuesday,37,2015-37,64.48,64.7,64.05,64.32,6860800.0,57.34,0.000622291790401075,64.74714285714282,69.70260000000002
2015-09-16,2015,9,16,Wednesday,37,2015-37,64.6,64.77,64.05,64.69,5625400.0,57.67,0.005752530291317948,64.73714285714281,69.52060000000002
2015-09-17,2015,9,17,Thursday,37,2015-37,64.7,65.29,64.16,64.47,7133100.0,57.48,-0.003400853492042999,64.6221428571428,69.34880000000001
2015-09-18,2015,9,18,Friday,37,2015-37,63.75,64.23,63.26,63.34,12885200.0,56.47,-0.017527548421270356,64.5078571428571,69.16000000000001
2015-09-21,2015,9,21,Monday,38,2015-38,63.75,64.0,63.37,63.72,7119600.0,56.81,0.0059993853362771965,64.43571428571424,68.97200000000001
2015-09-22,2015,9,22,Tuesday,38,2015-38,63.23,63.82,62.92,63.59,8800800.0,56.69,-0.002040192492541837,64.41928571428568,68.76620000000001
2015-09-23,2015,9,23,Wednesday,38,2015-38,63.72,63.93,63.12,63.72,5876600.0,56.81,0.002044363387376791,64.3678571428571,68.5648
2015-09-24,2015,9,24,Thursday,38,2015-38,63.36,63.98,63.3,63.83,6956200.0,56.91,0.0017263121193384912,64.29428571428568,68.36840000000001
2015-09-25,2015,9,25,Friday,38,2015-38,64.07,64.46,63.62,63.78,7163000.0,56.86,-0.0007833785104716107,64.28642857142853,68.1674
2015-09-28,2015,9,28,Monday,39,2015-39,63.6,63.95,63.48,63.66,9394400.0,56.76,-0.0018814508338265146,64.09214285714282,67.9728
2015-09-29,2015,9,29,Tuesday,39,2015-39,63.75,64.04,63.23,63.78,7640100.0,56.86,0.001884997363688301,63.996428571428524,67.78640000000001
2015-09-30,2015,9,30,Wednesday,39,2015-39,64.43,64.94,63.93,64.84,7979200.0,57.81,0.01661959201758134,64.0478571428571,67.62840000000001
2015-10-01,2015,10,1,Thursday,39,2015-39,64.76,64.94,63.88,64.27,7837200.0,57.3,-0.008790865623339417,64.02071428571425,67.45060000000002
2015-10-02,2015,10,2,Friday,39,2015-39,63.76,64.98,63.41,64.98,7084000.0,57.93,0.01104724989811845,64.07071428571425,67.30000000000001
2015-10-05,2015,10,5,Monday,40,2015-40,65.21,65.92,65.14,65.87,6300300.0,58.73,0.013696511906281295,64.18142857142854,67.18580000000001
2015-10-06,2015,10,6,Tuesday,40,2015-40,65.54,65.95,65.18,65.68,7410900.0,58.56,-0.002884506353176164,64.25214285714283,67.07180000000001
2015-10-07,2015,10,7,Wednesday,40,2015-40,65.84,66.36,65.77,66.36,7136000.0,59.16,0.010353232369309184,64.38714285714282,66.95700000000002
2015-10-08,2015,10,8,Thursday,40,2015-40,66.23,66.99,66.15,66.88,5974500.0,59.63,0.007835995151954434,64.63999999999996,66.85000000000002
2015-10-09,2015,10,9,Friday,40,2015-40,66.94,67.02,66.51,66.69,6754000.0,59.46,-0.0028408316359792574,64.85214285714281,66.74060000000003
2015-10-12,2015,10,12,Monday,41,2015-41,66.67,67.0,66.58,66.93,5643900.0,59.67,0.0035987082768573764,65.09071428571424,66.63960000000002
2015-10-13,2015,10,13,Tuesday,41,2015-41,66.62,66.94,66.26,66.73,8858400.0,59.49,-0.002988151013450957,65.30571428571425,66.53060000000002
2015-10-14,2015,10,14,Wednesday,41,2015-41,66.61,67.95,60.02,60.03,80898100.0,53.52,-0.10040467916356777,65.03428571428567,66.28620000000002
2015-10-15,2015,10,15,Thursday,41,2015-41,59.7,60.47,58.61,59.33,46253500.0,52.9,-0.011660785648451522,64.71642857142852,66.00260000000002
2015-10-16,2015,10,16,Friday,41,2015-41,59.47,59.49,58.37,58.89,26195100.0,52.5,-0.007416187895277315,64.37571428571424,65.72460000000002
2015-10-19,2015,10,19,Monday,42,2015-42,58.79,59.3,58.5,58.85,17805800.0,52.47,-0.0006792480207492568,64.02357142857139,65.47660000000002
2015-10-20,2015,10,20,Tuesday,42,2015-42,58.86,59.0,58.57,58.75,10423700.0,52.38,-0.001699209459879003,63.58857142857139,65.22200000000002
2015-10-21,2015,10,21,Wednesday,42,2015-42,58.8,59.04,58.57,58.64,13117600.0,52.28,-0.001872350814494661,63.18642857142853,64.95620000000002
2015-10-22,2015,10,22,Thursday,42,2015-42,58.94,59.96,58.64,58.9,14588500.0,52.51,0.004433870036437471,62.752142857142815,64.68260000000002
2015-10-23,2015,10,23,Friday,42,2015-42,59.19,59.28,58.22,58.3,13040600.0,51.98,-0.010186795811112814,62.21142857142853,64.40640000000002
2015-10-26,2015,10,26,Monday,43,2015-43,58.4,58.45,57.97,58.02,10839800.0,51.73,-0.004802723549932497,61.66428571428566,64.11920000000002
2015-10-27,2015,10,27,Tuesday,43,2015-43,58.01,58.04,57.38,57.48,10511400.0,51.25,-0.009307151176609185,61.02999999999995,63.830600000000025
2015-10-28,2015,10,28,Wednesday,43,2015-43,57.66,57.72,57.16,57.64,11834700.0,51.39,0.002783574263854005,60.36999999999995,63.593800000000016
2015-10-29,2015,10,29,Thursday,43,2015-43,57.72,58.12,57.48,57.96,12855500.0,51.67,0.005551694972461885,59.746428571428524,63.38160000000002
2015-10-30,2015,10,30,Friday,43,2015-43,57.73,58.12,57.24,57.24,15805500.0,51.03,-0.012422315689765817,59.05428571428566,63.157800000000016
2015-11-02,2015,11,2,Monday,44,2015-44,57.29,57.61,56.77,57.61,10719200.0,51.36,0.006463992331152468,58.402857142857094,62.97920000000002
2015-11-03,2015,11,3,Tuesday,44,2015-44,57.57,58.33,57.53,58.11,10253900.0,51.81,0.00867904868430358,58.26571428571424,62.86240000000002
2015-11-04,2015,11,4,Wednesday,44,2015-44,58.58,58.76,58.19,58.37,10056500.0,52.04,0.004474243999351923,58.19714285714281,62.76780000000002
2015-11-05,2015,11,5,Thursday,44,2015-44,58.51,58.98,58.42,58.61,8860500.0,52.25,0.00411173004726062,58.17714285714281,62.64340000000003
2015-11-06,2015,11,6,Friday,44,2015-44,58.92,59.2,58.31,58.78,9977300.0,52.4,0.0029004976484385825,58.17214285714281,62.497400000000034
2015-11-09,2015,11,9,Monday,45,2015-45,58.5,58.78,58.02,58.49,8440400.0,52.15,-0.0049336016817377315,58.153571428571375,62.36840000000003
2015-11-10,2015,11,10,Tuesday,45,2015-45,58.31,58.71,58.31,58.68,7614900.0,52.32,0.003248394960790879,58.15642857142852,62.24740000000003
2015-11-11,2015,11,11,Wednesday,45,2015-45,58.5,58.73,57.47,57.58,8689900.0,51.34,-0.0187457135037552,58.06214285714281,62.12260000000002
2015-11-12,2015,11,12,Thursday,45,2015-45,57.64,57.77,56.92,56.95,9551500.0,50.77,-0.010941317264346773,57.96571428571424,61.972800000000014
2015-11-13,2015,11,13,Friday,45,2015-45,56.74,57.06,56.3,56.42,12514900.0,50.3,-0.009306454554765198,57.85142857142853,61.804000000000016
2015-11-16,2015,11,16,Monday,46,2015-46,56.39,58.03,56.36,57.87,13321600.0,51.59,0.02570012070183947,57.87928571428567,61.68360000000001
2015-11-17,2015,11,17,Tuesday,46,2015-46,59.34,60.9,59.2,59.92,24679300.0,53.42,0.03542421418520281,58.042142857142814,61.554400000000015
2015-11-18,2015,11,18,Wednesday,46,2015-46,60.04,61.07,59.55,60.93,14877700.0,54.32,0.016855843910120738,58.254285714285665,61.47060000000001
2015-11-19,2015,11,19,Thursday,46,2015-46,61.12,61.36,60.43,60.7,11566100.0,54.12,-0.0037748160361783523,58.50142857142852,61.402200000000015
2015-11-20,2015,11,20,Friday,46,2015-46,60.98,61.47,60.02,60.07,12371100.0,53.56,-0.010378930151511367,58.67714285714281,61.310600000000015
2015-11-23,2015,11,23,Monday,47,2015-47,60.29,60.74,59.88,60.26,10577000.0,53.72,0.003162953681941749,58.83071428571424,61.23020000000001
2015-11-24,2015,11,24,Tuesday,47,2015-47,59.95,60.42,59.86,59.92,12453900.0,53.42,-0.00564221974872503,58.94142857142852,61.14220000000001
2015-11-25,2015,11,25,Wednesday,47,2015-47,60.0,60.71,59.88,60.24,7820200.0,53.71,0.005340512671900166,59.05785714285709,61.053200000000004
2015-11-27,2015,11,27,Friday,47,2015-47,60.44,60.69,59.87,59.89,5340900.0,53.39,-0.005810130794592472,59.137142857142805,60.961600000000004
2015-11-30,2015,11,30,Monday,48,2015-48,59.87,60.06,58.73,58.84,14942600.0,52.46,-0.017532129700472687,59.162142857142804,60.87160000000001
2015-12-01,2015,12,1,Tuesday,48,2015-48,59.13,59.29,58.65,58.99,12204100.0,52.59,0.002549312125933234,59.18428571428567,60.77700000000001
2015-12-02,2015,12,2,Wednesday,48,2015-48,58.61,59.29,58.32,58.35,13586900.0,52.46,-0.010849350502380561,59.239285714285664,60.672200000000004
2015-12-03,2015,12,3,Thursday,48,2015-48,58.69,59.66,58.6,59.04,15844100.0,53.08,0.011825234952015817,59.388571428571375,60.57860000000001
2015-12-04,2015,12,4,Friday,48,2015-48,59.05,59.85,59.03,59.66,10435300.0,53.64,0.010501336759324298,59.61999999999995,60.495200000000004
2015-12-07,2015,12,7,Monday,49,2015-49,59.57,60.73,59.57,60.5,11595900.0,54.39,0.014079788044523811,59.80785714285709,60.4296
2015-12-08,2015,12,8,Tuesday,49,2015-49,60.07,60.49,59.5,59.61,10377600.0,53.59,-0.01471073371319731,59.785714285714235,60.348600000000005
2015-12-09,2015,12,9,Wednesday,49,2015-49,59.26,60.11,58.9,59.13,8981700.0,53.16,-0.008052332449615451,59.65714285714281,60.2556
2015-12-10,2015,12,10,Thursday,49,2015-49,59.13,60.09,59.09,59.56,11359400.0,53.55,0.0072721173246799165,59.575714285714234,60.15
2015-12-11,2015,12,11,Friday,49,2015-49,59.05,59.53,58.81,59.36,9745000.0,53.37,-0.0033579710934852347,59.52499999999994,60.0518
2015-12-14,2015,12,14,Monday,50,2015-50,59.3,60.44,59.07,60.39,14524900.0,54.29,0.017351731278743676,59.53428571428566,59.96
2015-12-15,2015,12,15,Tuesday,50,2015-50,60.64,60.84,59.57,59.64,14615400.0,53.62,-0.012419274839876149,59.51428571428566,59.8354
2015-12-16,2015,12,16,Wednesday,50,2015-50,60.11,60.65,59.7,60.3,9960500.0,54.21,0.011066395945112273,59.51857142857137,59.72780000000001
2015-12-17,2015,12,17,Thursday,50,2015-50,60.33,60.33,58.97,58.98,12976100.0,53.02,-0.021890542479691133,59.45357142857137,59.580200000000005
2015-12-18,2015,12,18,Friday,50,2015-50,58.93,59.4,58.75,58.85,16256700.0,52.91,-0.0022041551224858402,59.45428571428566,59.4196
2015-12-21,2015,12,21,Monday,51,2015-51,58.82,59.58,58.67,59.55,9645500.0,53.54,0.011894660681210922,59.49428571428565,59.2768
2015-12-22,2015,12,22,Tuesday,51,2015-51,59.79,60.7,59.61,60.54,9266300.0,54.43,0.01662471353737116,59.65071428571422,59.14900000000001
2015-12-23,2015,12,23,Wednesday,51,2015-51,61.0,61.12,60.44,61.09,7519800.0,54.92,0.009084889804147345,59.797142857142795,59.03620000000001
2015-12-24,2015,12,24,Thursday,51,2015-51,60.78,61.1,60.68,60.83,2482800.0,54.69,-0.004255988228577312,59.880714285714234,59.0522
2015-12-28,2015,12,28,Monday,52,2015-52,60.58,60.97,60.5,60.75,5421700.0,54.61,-0.0013151706172371824,59.89857142857137,59.080600000000004
2015-12-29,2015,12,29,Tuesday,52,2015-52,61.0,61.75,60.98,61.61,7883600.0,55.39,0.014156388647762252,60.04142857142852,59.13500000000001
2015-12-30,2015,12,30,Wednesday,52,2015-52,61.66,61.87,61.49,61.68,5716700.0,55.45,0.0011361742270856734,60.22357142857137,59.19160000000001
2015-12-31,2015,12,31,Thursday,52,2015-52,61.33,61.72,61.17,61.3,6575100.0,55.11,-0.006160847377352341,60.34785714285709,59.24260000000001
2016-01-04,2016,1,4,Monday,01,2016-01,60.5,61.49,60.36,61.46,11989200.0,55.25,0.0026101117357824055,60.497857142857086,59.299000000000014
2016-01-05,2016,1,5,Tuesday,01,2016-01,62.03,63.05,61.85,62.92,13326000.0,56.57,0.02375527344974393,60.678571428571374,59.37940000000001
2016-01-06,2016,1,6,Wednesday,01,2016-01,62.48,63.95,62.47,63.55,16564600.0,57.13,0.010012731825319365,60.95785714285709,59.484400000000015
2016-01-07,2016,1,7,Thursday,01,2016-01,62.97,65.23,62.92,65.03,26430000.0,58.46,0.023288742092906878,61.295714285714226,59.624600000000015
2016-01-08,2016,1,8,Friday,01,2016-01,65.08,65.41,63.41,63.54,17767900.0,57.12,-0.022912469502365918,61.62142857142851,59.74580000000002
2016-01-11,2016,1,11,Monday,02,2016-02,63.76,64.47,63.63,64.22,12653800.0,57.73,0.010701924699053844,62.00499999999994,59.877400000000016
2016-01-12,2016,1,12,Tuesday,02,2016-02,64.38,64.73,63.43,63.62,12195900.0,57.2,-0.009342919299492825,62.295714285714226,59.990600000000015
2016-01-13,2016,1,13,Wednesday,02,2016-02,63.73,63.73,61.83,61.92,13725700.0,55.67,-0.02672116930966273,62.39428571428566,60.08420000000002
2016-01-14,2016,1,14,Thursday,02,2016-02,62.0,63.62,61.82,63.06,12934900.0,56.69,0.01841090500738174,62.53499999999995,60.19320000000002
2016-01-15,2016,1,15,Friday,02,2016-02,61.55,62.47,61.26,61.93,15174400.0,55.68,-0.01791945834929598,62.61357142857137,60.26960000000001
2016-01-19,2016,1,19,Tuesday,03,2016-03,62.25,62.8,62.01,62.56,13051300.0,56.24,0.010172792911524953,62.74285714285708,60.35340000000001
2016-01-20,2016,1,20,Wednesday,03,2016-03,61.8,62.33,60.2,60.84,17369100.0,54.7,-0.027493625047096848,62.687857142857084,60.39800000000001
2016-01-21,2016,1,21,Thursday,03,2016-03,60.98,62.79,60.91,61.88,12089200.0,55.63,0.017094032099260303,62.7021428571428,60.46000000000001
2016-01-22,2016,1,22,Friday,03,2016-03,62.44,63.26,62.13,62.69,9197500.0,56.36,0.013089811645318639,62.801428571428524,60.54400000000001
2016-01-25,2016,1,25,Monday,04,2016-04,62.78,63.82,62.55,63.45,12823400.0,57.04,0.012123179978930088,62.94357142857138,60.639400000000016
2016-01-26,2016,1,26,Tuesday,04,2016-04,63.36,64.47,63.26,64.0,9441200.0,57.54,0.00866823058230426,63.02071428571424,60.767800000000015
2016-01-27,2016,1,27,Wednesday,04,2016-04,64.1,65.18,63.89,63.95,10214300.0,57.49,-0.0007812380790710449,63.04928571428568,60.907800000000016
2016-01-28,2016,1,28,Thursday,04,2016-04,64.03,64.51,63.43,64.22,11278300.0,57.73,0.004222055583150919,62.991428571428536,61.06380000000001
2016-01-29,2016,1,29,Friday,04,2016-04,64.75,66.53,64.74,66.36,16439100.0,59.66,0.03332294221381216,63.192857142857115,61.23360000000002
2016-02-01,2016,2,1,Monday,05,2016-05,65.91,67.93,65.89,67.5,14728400.0,60.68,0.017179014152549632,63.427142857142826,61.38520000000001
2016-02-02,2016,2,2,Tuesday,05,2016-05,67.3,67.84,66.28,66.86,13585900.0,60.11,-0.009481472439236138,63.6585714285714,61.50380000000002
2016-02-03,2016,2,3,Wednesday,05,2016-05,67.31,67.5,65.07,66.27,12315600.0,59.58,-0.00882446846992413,63.96928571428568,61.61520000000002
2016-02-04,2016,2,4,Thursday,05,2016-05,65.76,66.55,65.01,66.42,12833400.0,59.71,0.002263490772254295,64.20928571428568,61.74220000000002
2016-02-05,2016,2,5,Friday,05,2016-05,66.86,67.53,65.88,67.0,14196500.0,60.23,0.008732337353870356,64.57142857142854,61.87700000000002
2016-02-08,2016,2,8,Monday,06,2016-06,66.5,67.15,65.16,66.9,20743600.0,60.14,-0.001492514539120804,64.88142857142854,62.01660000000002
2016-02-09,2016,2,9,Tuesday,06,2016-06,65.49,66.41,64.68,65.81,14642400.0,59.16,-0.016293033519042766,65.23642857142855,62.12800000000002
2016-02-10,2016,2,10,Wednesday,06,2016-06,66.19,66.59,65.65,65.79,9709300.0,59.15,-0.00030385418337997017,65.51571428571425,62.24600000000002
2016-02-11,2016,2,11,Thursday,06,2016-06,65.02,65.76,64.78,65.32,11186700.0,58.72,-0.007143961303581636,65.7035714285714,62.37560000000002
2016-02-12,2016,2,12,Friday,06,2016-06,65.52,66.25,64.87,66.18,9695500.0,59.5,0.013165961640684287,65.89857142857139,62.519400000000026
2016-02-16,2016,2,16,Tuesday,07,2016-07,66.61,66.8,65.5,65.9,11360500.0,59.24,-0.004230866999179739,66.03428571428567,62.67040000000003
2016-02-17,2016,2,17,Wednesday,07,2016-07,66.1,66.61,65.81,66.11,12426700.0,59.43,0.0031866324675302593,66.1885714285714,62.811800000000034
2016-02-18,2016,2,18,Thursday,07,2016-07,63.74,64.78,62.35,64.12,27894600.0,57.64,-0.03010131364993418,66.18142857142853,62.90100000000003
2016-02-19,2016,2,19,Friday,07,2016-07,63.89,64.77,63.44,64.66,15562300.0,58.13,0.008421723212669763,66.05999999999996,62.98420000000003
2016-02-22,2016,2,22,Monday,08,2016-08,64.66,66.14,64.66,65.63,10587300.0,59.0,0.015001446587869616,65.92642857142853,63.104600000000026
2016-02-23,2016,2,23,Tuesday,08,2016-08,65.84,66.6,65.28,66.48,11432000.0,59.77,0.012951487720370913,65.89928571428567,63.251600000000025
2016-02-24,2016,2,24,Wednesday,08,2016-08,66.19,67.33,65.72,67.12,10291200.0,60.34,0.00962694580823431,65.95999999999995,63.40280000000003
2016-02-25,2016,2,25,Thursday,08,2016-08,67.45,68.13,67.33,68.04,9581300.0,61.17,0.013706765960944,66.07571428571424,63.57640000000002
2016-02-26,2016,2,26,Friday,08,2016-08,68.08,68.2,66.3,66.51,10984300.0,59.79,-0.022486754243233875,66.04071428571424,63.69880000000003
2016-02-29,2016,2,29,Monday,09,2016-09,66.63,66.95,66.22,66.34,9345200.0,59.64,-0.0025560937134181394,66.00071428571424,63.832800000000034
2016-03-01,2016,3,1,Tuesday,09,2016-09,66.65,66.89,66.0,66.46,10429500.0,59.75,0.00180890493226471,66.04714285714282,63.95600000000003
2016-03-02,2016,3,2,Wednesday,09,2016-09,66.21,66.67,66.0,66.21,9165600.0,59.52,-0.003761661201382882,66.07714285714282,64.10060000000003
2016-03-03,2016,3,3,Thursday,09,2016-09,65.95,66.2,64.88,66.14,11846800.0,59.46,-0.0010572375138521162,66.13571428571424,64.24640000000004
2016-03-04,2016,3,4,Friday,09,2016-09,66.14,67.28,66.09,66.78,10010500.0,60.04,0.009676434767984077,66.17857142857137,64.39100000000003
2016-03-07,2016,3,7,Monday,10,2016-10,66.62,68.48,66.27,67.89,12825400.0,61.03,0.0166217524804102,66.32071428571423,64.53800000000003
2016-03-08,2016,3,8,Tuesday,10,2016-10,67.73,68.47,67.49,68.04,10067900.0,61.17,0.002209478969324774,66.45857142857137,64.67700000000002
2016-03-09,2016,3,9,Wednesday,10,2016-10,67.79,67.99,67.12,67.53,7824800.0,61.16,-0.007495622124750412,66.7021428571428,64.81100000000004
2016-03-10,2016,3,10,Thursday,10,2016-10,67.55,68.04,66.4,67.41,10225800.0,61.05,-0.0017769157316243067,66.89857142857137,64.94420000000002
2016-03-11,2016,3,11,Friday,10,2016-10,67.77,67.94,66.8,67.17,8290900.0,60.83,-0.0035603839211622024,67.00857142857137,65.05540000000002
2016-03-14,2016,3,14,Monday,11,2016-11,67.15,67.67,66.96,67.36,6712500.0,61.01,0.0028286801635508674,67.07142857142851,65.16900000000004
2016-03-15,2016,3,15,Tuesday,11,2016-11,67.0,68.35,67.0,68.09,7566900.0,61.67,0.010837228636053187,67.14071428571422,65.30480000000003
2016-03-16,2016,3,16,Wednesday,11,2016-11,67.94,68.34,67.25,67.99,8218000.0,61.58,-0.001468622110432527,67.1371428571428,65.43540000000003
2016-03-17,2016,3,17,Thursday,11,2016-11,67.82,68.92,67.26,67.45,11838100.0,61.09,-0.007942358177585707,67.20428571428566,65.52600000000002
2016-03-18,2016,3,18,Friday,11,2016-11,67.48,68.03,66.75,66.95,23153100.0,60.63,-0.007412898778686006,67.2478571428571,65.59400000000001
2016-03-21,2016,3,21,Monday,12,2016-12,67.03,68.38,66.97,67.97,9415800.0,61.56,0.015235314696869784,67.35571428571424,65.65280000000001
2016-03-22,2016,3,22,Tuesday,12,2016-12,68.0,68.68,67.79,67.87,7514500.0,61.47,-0.0014712148348562382,67.47428571428567,65.7394
2016-03-23,2016,3,23,Wednesday,12,2016-12,68.01,68.1,67.44,67.46,6110600.0,61.1,-0.006041014373320053,67.56857142857139,65.80420000000001
2016-03-24,2016,3,24,Thursday,12,2016-12,67.43,68.04,67.38,68.0,6304700.0,61.59,0.008004757231780513,67.65571428571424,65.89180000000002
